station_name X Y Z dish_dia el_low el_high SEFD altitude
A0230 -2037339.0236008463 -4486645.736103169 4038795.7754545063 5.0 15.0 85.0 110.0 5000.0
A0231 -2035012.5773979547 -4485792.279945616 4040928.857796172 5.0 15.0 85.0 110.0 5000.0
A0232 -2035998.8803470696 -4486680.162754873 4039435.4205861446 5.0 15.0 85.0 110.0 5000.0
A0233 -2038705.446195018 -4485535.033352726 4039342.7481441116 5.0 15.0 85.0 110.0 5000.0
A0234 -2035537.6587911043 -4483938.65837183 4042718.333989197 5.0 15.0 85.0 110.0 5000.0
A0235 -2034912.4384598543 -4485140.051414592 4041698.2169012735 5.0 15.0 85.0 110.0 5000.0
A0236 -2035088.2181981793 -4484522.921143339 4042294.018601602 5.0 15.0 85.0 110.0 5000.0
A0237 -2037000.917760796 -4486753.693336658 4038845.7997875195 5.0 15.0 85.0 110.0 5000.0
A0238 -2036798.4487794247 -4486781.936271902 4038916.219435667 5.0 15.0 85.0 110.0 5000.0
A0239 -2035846.5996546838 -4483670.984596397 4042858.0875421474 5.0 15.0 85.0 110.0 5000.0
A0240 -2037242.777995403 -4486710.409443364 4038772.2399104373 5.0 15.0 85.0 110.0 5000.0
A0241 -2038110.5644867613 -4483441.8016627105 4041970.5989294937 5.0 15.0 85.0 110.0 5000.0
A0242 -2038520.341504939 -4485885.13023987 4039046.0406230246 5.0 15.0 85.0 110.0 5000.0
A0243 -2038687.2148482553 -4485651.9243861735 4039221.605619005 5.0 15.0 85.0 110.0 5000.0
A0244 -2035046.7534599872 -4486009.782012903 4040666.3182780873 5.0 15.0 85.0 110.0 5000.0
A0245 -2036674.7830546375 -4486818.895663353 4038937.846091166 5.0 15.0 85.0 110.0 5000.0
A0246 -2038732.5472417977 -4483964.304377595 4041081.5265601054 5.0 15.0 85.0 110.0 5000.0
A0247 -2038798.569507631 -4485475.497968378 4039361.852524179 5.0 15.0 85.0 110.0 5000.0
A0248 -2037561.9931191865 -4483240.625271346 4042470.7613781923 5.0 15.0 85.0 110.0 5000.0
A0249 -2035239.5465117814 -4484178.557456686 4042598.7354693483 5.0 15.0 85.0 110.0 5000.0
A0250 -2035186.2443594325 -4484243.83553375 4042553.4657161483 5.0 15.0 85.0 110.0 5000.0
A0251 -2034912.596932683 -4484762.8765310375 4042118.1249779896 5.0 15.0 85.0 110.0 5000.0
A0252 -2034818.6054325588 -4485262.69209162 4041609.734619578 5.0 15.0 85.0 110.0 5000.0
A0253 -2036710.954792975 -4486854.480760969 4038879.988883923 5.0 15.0 85.0 110.0 5000.0
A0254 -2035048.2590675913 -4484402.373056683 4042447.281535074 5.0 15.0 85.0 110.0 5000.0
A0255 -2039012.913029459 -4484702.38227575 4040115.786263168 5.0 15.0 85.0 110.0 5000.0
A0256 -2038615.8236941092 -4483725.123858043 4041403.6155137145 5.0 15.0 85.0 110.0 5000.0
A0257 -2037980.691048762 -4486458.211431935 4038679.3314245134 5.0 15.0 85.0 110.0 5000.0
A0258 -2038904.6144288576 -4484151.308914174 4040789.1702101245 5.0 15.0 85.0 110.0 5000.0
A0259 -2034793.0519072148 -4485059.278939648 4041848.390289558 5.0 15.0 85.0 110.0 5000.0
A0260 -2037087.580545263 -4486841.644136969 4038704.414268992 5.0 15.0 85.0 110.0 5000.0
A0261 -2035969.9248483952 -4486809.274313354 4039305.86394531 5.0 15.0 85.0 110.0 5000.0
A0262 -2035085.185371308 -4486230.850593321 4040403.4129378437 5.0 15.0 85.0 110.0 5000.0
A0263 -2036546.7574705 -4486896.5623976085 4038916.2788821063 5.0 15.0 85.0 110.0 5000.0
A0264 -2037157.4677457048 -4486831.651841117 4038680.2347196373 5.0 15.0 85.0 110.0 5000.0
